Turn,Speaker,Utterance
534,M:,[[一般旅客不會接觸到]]
535,F:,..哦=
536,M:,..可是那
536,M:,...十七號到今天
537,F:,..那
537,F:,..完全就是
537,F:,..XX的人把它吃掉啦@[@@=]
538,M:,[這是有可能的]
538,M:,..因為十七[[號到今]]天哪
539,F:,[[對啊]]
539,F:,..m=
540,M:,...uh
540,M:,...不可能
540,M:,..不可能
540,M:,..它不可能還放在那邊
540,M:,...然後
540,M:,..基本上如果說清潔人員[掃到]
541,F:,[m=]
541,F:,..m=
542,M:,..他會拿去給
542,M:,...他是會交去航警局
542,M:,..航警[[局會建檔]]
543,F:,[[喔]]
544,M:,..然後[基本上]
545,F:,[喔喔]
546,M:,..已經過三天了[[他就會交去]]
547,F:,[[那你有去航警局]]問嗎
548,M:,..對點在這
548,M:,..航警局[跟]
549,F:,[m=]
550,M:,..機場遺失物招領中心
551,F:,..m=
552,M:,..還有
552,M:,...因為有可能它是
552,M:,..如果是免稅品
552,M:,..他會交在海關
553,F:,..喔喔
554,M:,..海關我也都問了
554,M:,..都沒有
555,F:,..[[誰這麼貪吃]]
556,M:,[[就是一袋消失的X]]
556,M:,..除非就是警察去
556,M:,..繼續去往下看
556,M:,..因為我們再往下看
556,M:,..我要看到什麼[時候啊]
557,F:,[@@]
557,F:,..你到底花了多少時間在看錄[影帶啊@@]
558,M:,[對啊]萬一有人在那邊偷偷XX把它塞到包包
558,M:,..我們就永遠不會發現啊
559,F:,..對呀對呀對呀對呀對呀
560,M:,..然後就很誇張喔
560,M:,..然後後來
561,F:,..ha=
561,F:,..那怎麼辦
562,M:,...就是賠那個旅客啊.
563,F:,..對啊
563,F:,..誰出誰再買一
563,F:,..兩包給她
564,M:,..對啊就是變成我們要再
564,M:,..買兩包[[回來賠她]]
565,F:,[[行李組的人要賠喔]]
566,M:,..[對啊]
567,F:,[ha啊]
568,M:,..你不覺得這是個爛case 嗎
569,F:,..[好爛喔]
570,M:,[明明就是登機門組人]的錯
570,M:,..而且你知道公司怎麼處置他們嗎
571,F:,..[[嘿]]
572,M:,[[可能就]]一人記一支申誡吧
572,M:,..[然後那申]
573,F:,[什麼東西]
574,M:,..[[申誡就像是]]
575,F:,[[哦申誡]]
576,M:,..申誡就像是我們以前念高中
576,M:,..大學時
576,M:,..[大學應該沒有
576,M:,..高中XX小過]
577,F:,[喔
577,F:,..小功
577,F:,..小功小過]
578,M:,..小過大過[[那一種這樣]]
579,F:,[[其實你放著也沒關係]]那樣
580,M:,..那有什麼差別
580,M:,..沒有差別啊
581,F:,...然後她知道
581,F:,..她知道自己
581,F:,..做的事情都被錄下來了嗎
582,M:,..所以
582,M:,..所以[我那天]
583,F:,[你應該沒有去]跟她講吧
584,M:,..[[我還沒有跟她講]]
585,F:,[[你只有看錄影帶]]
586,M:,..因為變成
586,M:,..因為晚班的督導來了嘛
586,M:,..就換晚班的督導
587,F:,..[喔]
588,M:,[要去]跟他講
588,M:,..重點是
589,F:,..好誇張喔
590,M:,我覺得她真的很誇張她都沒[[發現嗎]]
591,F:,[[她有失憶症嗎]]
592,F:,..她為什麼要那樣
592,F:,..她說不定發現東西不見了所以她不敢承認說她當初有接觸過它吧
593,M:,...有可能
593,M:,..[或是]
594,F:,[對啊]
595,M:,..或是她可能真的因為
595,M:,..因為那個<L4とやま ((富山)) L4>那個是很新
596,F:,..m=
597,M:,..她可能進公司才一年
598,F:,..[[喔喔]]
599,M:,[[所以]]她可能害怕出錯
600,F:,..喔
601,M:,..可是重點是
601,M:,...<L4ひろしま((廣島)) L4>的那個女生她也騙人哪
601,M:,..因為她
601,M:,..[[我們打給她]]
602,F:,[[<L4ひろしま ((廣島)) L4>
602,F:,..噢對]]
603,M:,..我們十八號那天早上
603,M:,..我們agent 就[打給她]
604,F:,[她]
604,F:,..[[m=]]
605,M:,[[她說]]她沒有坐那個班機
606,F:,...[m=]
607,M:,[她]的確沒有坐那個班機可是
608,F:,..她是送那個班機
609,M:,..可是後續那個班機出去的那個遺失物
609,M:,..她確實有接觸到啊
610,F:,..[喔]
611,M:,[可是]她跟我們講說
611,M:,...[[後來
611,M:,...她的]]
612,F:,[[她以為是前面]]那個人的責任
612,F:,..所以她就[不想要理它了]
613,M:,[對
613,M:,..對]
613,M:,..然後
613,M:,..然後她就是
613,M:,..等於是全錯都推給那個人
614,F:,..[對]
615,M:,[然後]又說什麼喔我本來有那個duty 可是我被
615,M:,...因為有別的班機
615,M:,..所以她
615,M:,..她的duty 被挑掉了
615,M:,..她就去坐別的班機
616,F:,..她一開始用這個說謊
617,M:,...其實那天
617,M:,..其實一個班機至少要兩個人接
618,F:,..m=
619,M:,..就是一個人開門然後一個人在外面指引
620,F:,..喔喔
621,M:,..所以她那天可能是在外面指引的人
622,F:,..喔喔
623,M:,..所以
623,M:,..但是因為可能同時間有別的班機delay 又要下來了
624,F:,..[m=]
625,M:,[所以]督導就叫她去
625,M:,...[[開別的班機的飛機的門]]
626,F:,[[喔喔喔喔喔]]
626,F:,..m=
627,M:,..因為
627,M:,..最少接班機就一個人
628,F:,..所以會
628,F:,..所以她那天
628,F:,..可能就是先理這邊
628,F:,..然後[去那裡]
629,M:,[她那天]
629,M:,..我後來看錄影
629,M:,..我後來看監[[視器就是]]
630,F:,[[@@@]]
631,M:,..<L4ひろしま ((廣島)) L4>她是那天
631,M:,...<L4とやま ((富山)) L4>那班機過來的時候
632,F:,..m=
633,M:,...她不在
634,F:,..m=
635,M:,..她是等
635,M:,..呃=
636,F:,..另外一個弄完她才來
637,M:,..她是等
637,M:,..XXX
637,M:,..她是等那個反正就是機組員把東西給<L4とやま ((富山)) L4>的人以後
638,F:,..[m=]
639,M:,[把它們]放在桌上
640,F:,..m=
641,M:,<L4とやま ((富山)) L4>離開座位以後
642,F:,..m=
643,M:,..大姐跟<L4ひろしま ((廣島)) L4>那個人才出現在[[登機門]]
644,F:,[[喔喔]]
645,F:,...所以她可以
645,F:,...說
645,F:,..我又不是一開始就待在這邊所以
646,M:,...對
647,F:,..[我也不清楚]
648,M:,[而且
648,M:,..]重點是
648,M:,..重點是
648,M:,..那個東西本來就放在那邊的
648,M:,..所以她
648,M:,...<L4ひろしま ((廣島)) L4>她是
648,M:,..那個學姊她其實是
648,M:,..比較資深的
649,F:,..m=
650,M:,..她認為
650,M:,..她認為是
650,M:,...前一個班機的人[[的]]應該就要把這個東西交給行李組
651,F:,[[m=]]
652,M:,..而不是
652,M:,..她們之間任何一個人要去交
653,F:,..m=
654,M:,..所以她們離開登機門的時候
654,M:,..沒有任何人去[動那一袋]
655,F:,[喔喔=]
656,M:,...然後
656,M:,..XX
656,M:,..然後
656,M:,..[[我們]]
657,F:,[[幸好]]只是薯條三兄弟
658,M:,..對啊
659,F:,..如果是金塊怎麼辦
660,M:,..可是我們登機門組的人有時候就會這樣
660,M:,..他們有時候就是會
661,F:,..裝死就對了
661,F:,..可是她們知道
661,F:,..有錄影器
661,F:,..有監視器嗎
662,M:,...知道啊
663,F:,..ha啊
664,M:,..我覺得有時候旅客生氣的話
664,M:,..可能就是
664,M:,..他可以去投訴
664,M:,...但這個東西會錄
664,M:,..這個會 呵 
664,M:,..內容會完全被[打在裡面嗎]
665,F:,[@@@=]
665,F:,...你那公司名稱要打圈圈或叉叉
666,M:,..圈圈或叉叉喔
667,F:,..對對對對對
667,F:,...可是
667,F:,...旅客投
667,F:,..旅客投訴那誰要去查啊對不對
668,M:,...警[[方啊]]
669,F:,[[你們公司]]會有一個
669,F:,..噢
670,M:,..就是
670,M:,..他[那種]
671,F:,[航警][[去查嗎]]
672,M:,[[他那種]]
672,M:,...公共區域的部分的話他就要
672,M:,..他自己要去報警哪
672,M:,...警方他們
672,M:,...我現在才知道警方他們那種報案有很多種
672,M:,..因為有些人行李不見啊
672,M:,..他[就很]緊張啊
673,F:,[m=]
674,M:,..他就一直認為是有人偷走
675,F:,..m=
676,M:,..然後他就會去[[報]]
677,F:,[[會被]]送去哪個飛機之類的@[@@@]
678,M:,[有可能]
678,M:,..他就會
678,M:,..他就會說什麼
678,M:,..他
678,M:,..他會去警察局報
679,F:,..m=
680,M:,...有的可以
680,M:,..有的是報遺失
680,M:,..[[遺失就比較簡單]]
681,F:,[[喔喔喔喔]]
682,M:,..然後他如果是報那個偷竊的話就很煩
683,F:,..m=
684,M:,..他如果報偷竊
684,M:,..是刑事
684,M:,..就有刑事[責任]
685,F:,[m=][[喔喔]]
686,M:,[[然後他們]]警察局還要來銷案
687,F:,..喔
687,F:,..然後錄口供啊之類的
687,F:,..[調資料啊]
688,M:,[之類的]
688,M:,..m=
688,M:,...非常地討人厭
689,F:,..好
689,F:,..繁瑣的事喔上次我
689,F:,..欸我們前幾天去員工旅遊
689,F:,..然後飛去澎湖
689,F:,..然後到馬公機場的時候就有一個人的行李壞掉了
690,M:,..嗯嗯嗯[嗯嗯]
691,F:,[就可能]拉
691,F:,..我沒有注意看可是拉拉[[把那邊壞掉了]]
692,M:,[[拉桿壞掉]]
693,F:,對
693,F:,..然後就
693,F:,..馬上就說
693,F:,...要
693,F:,..就是跟那個航空公司的講這樣子
693,F:,..對因為很明顯是
693,F:,..丟行李的時候
693,F:,..被丟壞的這樣
694,M:,..嗯嗯嗯嗯嗯
695,F:,對呀
695,F:,...後來我不知道[後來]
696,M:,[結果他們]有給他一個新的嗎
697,F:,..[[沒有啊]]
698,M:,[[還是幫]][他修]
699,F:,[我]後來回去的時候
699,F:,..那天看到他的行李箱
699,F:,..欸還是同樣一個然後
699,F:,..好像有被纏
699,F:,..纏個膠帶呀什麼東西之類的
699,F:,..然後可能有賠償吧我也不知道
700,M:,..喔
700,M:,..通常都是
700,M:,..通常都是現金
700,M:,...如果說
700,M:,...像[[我們]]
701,F:,[[喔]]
701,F:,..付你錢喔
701,F:,..可是你怎麼知道那樣要修要多少錢
702,M:,..就是給他一些定額的錢
702,M:,..我們就是會有固定的理賠範圍呀
703,F:,..不會給他一個新的
703,F:,...如果已經
703,F:,..[壞到]不能用怎麼辦
704,M:,[我們]
705,M:,壞到不能用
705,M:,..我們通常
705,M:,...我們公司會有新的箱子呀
706,F:,[[喔=]]
707,M:,[[準備給]]旅客的
707,M:,..就是他如果同意的話就[換一個新的給他]
708,F:,[會有華航的上面會有]
709,M:,..沒有沒有沒有
709,M:,..就是我們有跟一些廠商簽約呀
710,F:,[喔喔喔]
711,M:,[他可能]
711,M:,...他可能就是用
711,M:,...批發價賣給我們
711,M:,..所以他可能原外面定價是
711,M:,..多少錢
711,M:,..然後賣給我們是比較便宜的[[價格]]
712,F:,[[然後就送]]給旅客這樣子
713,M:,..就跟他換呀
713,M:,..就叫他現場把壞的箱子換掉
713,M:,..然後壞的箱子給我們
713,M:,...[這樣子]
714,F:,[給你們幹嘛]
714,F:,...[[立刻賣掉]]
715,M:,[[我們就會拿去]]
715,M:,..沒有呀我們就會拿去給那個
715,M:,..回收阿姨[回收]
715,M:,..直接請阿姨回收
716,F:,[@@@=]
717,M:,..她們很常在撿旅客
717,M:,..破爛的箱子
718,F:,..可是
718,F:,..你們到一個組要輪多久呀
718,F:,...像你輪到現在那個組要
719,M:,..我已經輪了一年半了
720,F:,...你說現在那個組嗎
721,M:,..嗯
721,M:,..我只有櫃台跟登機門而已
722,F:,..那還可以去別的組嗎
723,M:,..喔
723,M:,..我只有輪櫃台跟行李組
723,M:,...一般來說都會輪
724,F:,..櫃台跟行李組
725,M:,..登機門呀
725,M:,..然後
725,M:,..然後可能會輪一下
726,F:,...所以真的可以進去飛機裡面飛來飛去那組跟你們不一樣
727,M:,...不一樣
727,M:,..進去飛機
727,M:,..的只有空服員呀
728,F:,..喔=
729,M:,我們到我們只有登機門組的人
729,M:,...他們有一個工作叫做聯絡
729,M:,...[他]就是
730,F:,[嗯]
731,M:,...他連就是地勤人員跟機組人員的contact
731,M:,..[[所以他]]要一直進出飛機
732,F:,[[嗯]]
733,F:,..喔=
734,M:,..但是在飛機關門
734,M:,..要飛走之前
734,M:,..他要出來
735,F:,..喔
736,M:,..有一次我們好像就有一個case蠻慘的
736,M:,..就是有一個有一個
736,M:,...[學妹吧]
737,F:,[@@]被關在裡面嗎
738,M:,..因為阿聯酋是我們做的嘛
738,M:,..[[然後]]
739,F:,[[什麼東西]]
740,M:,..阿聯酋航空[阿酋]Amirates
741,F:,[喔]
741,F:,...就是那個這樣這樣這樣喔
742,M:,對對對
742,M:,..他們每個空服員都是[戴]紅色帽子然後會有很多
743,F:,[很漂亮啊]
743,F:,..一條長長的這樣
744,M:,...[[一個白]]色絲巾
745,F:,[[然後這樣]]
745,F:,...喔喔喔
746,M:,..然後穿他們那個
746,M:,...欸其實我覺得他們的制服也沒有到特好看耶
747,F:,..可是我覺得他們的人就很高很漂亮所以
748,M:,..因為他們
748,M:,..因為
748,M:,..你知道那種
748,M:,..他們那種阿拉伯國家女性是不能工作的呀
748,M:,..[所以他們所有]
748,M:,..他們這種工作都是
748,M:,...世界各地各國的人
749,F:,[喔=]
750,F:,..喔=
751,M:,..因為他們
751,M:,..而且他們飛很多航點[所以]
752,F:,[喔]
753,M:,..他們可能會因為簽證問題所以
753,M:,..比如說
753,M:,...他飛來台灣的話
753,M:,..你某些人飛來台灣不用[[簽證呀]]
754,F:,[[喔喔喔]]喔喔
755,M:,..所以像
755,M:,..所以像
755,M:,..而且他可能會覺得台灣人飛回自己的國家就不用簽證呀
755,M:,...所以就可能會聘一些台灣人或是聘
756,F:,..喔=
757,M:,..或是飛台灣的話就找一些亞洲人或是
758,F:,..喔=
759,M:,..歐洲人
760,F:,..嗯嗯
761,M:,..所以他們[來台灣不用簽證呀]
762,F:,[那太多限]制了
763,M:,..對對對對對
763,M:,..然後飛某些
763,M:,..飛
763,M:,..飛某些點他們就會
763,M:,..用某些人這樣子
764,F:,..嗯嗯
765,M:,..某些國籍的人
765,M:,...[[大概就是這樣]]
766,F:,[[所以你們
766,F:,..說上次]]誰很糗
767,M:,..喔就是那個飛機要飛
767,M:,..飛機已經關
767,M:,..關門然後
767,M:,..在那個
767,M:,..滑行道上滑了
768,F:,..@@@
769,M:,..的時候
769,M:,...我們的地勤人員還在飛機上
770,F:,..@@@
771,M:,..@
772,F:,..是他自己發現的嗎
773,M:,..沒有呀
773,M:,..他就是
773,M:,..他可能在處理問題
773,M:,..結果
773,M:,...[呃可能可能他們空]服員就沒有發現
773,M:,..然後我們的
773,M:,..我們那個聯絡的那個人也沒有發現
774,F:,[可是飛機]
775,F:,..怎麼會
775,F:,..[[滑行]]不是很快很那個嗎
776,M:,[[因為他]]
777,M:,就是已經
777,M:,..他已經離開
777,M:,..飛機已經等於是
777,M:,...離開空橋準備要去
777,M:,..滑行
777,M:,..就滑到那個飛
777,M:,..起飛跑道的
777,M:,..就路上
778,F:,..[嗯嗯嗯]
779,M:,[就發現]
779,M:,..我們的空
779,M:,..我們的地勤人員
779,M:,..還在飛機上
779,M:,..不是
779,M:,..但他不是連絡
779,M:,..他就是
779,M:,...登機門但是他是另外一個
780,F:,..那怎麼辦要讓他回來囉
781,M:,..對呀
782,F:,..@@@
783,M:,..真是超智障的
784,F:,...還蠻有趣的呀
785,M:,..這算是蠻嚴重的事情
786,F:,...真的飛走了會怎麼樣
786,F:,...欸[[我想問一下
786,F:,..像他那種人]]
786,F:,..就是登機門那個人呀=還有
786,F:,...他們是有=過海關嗎
786,F:,..還是沒有
786,F:,..就像我們那個護照蓋章然後出去那種
786,F:,...還是沒有
787,M:,[[就不行呀
787,M:,..會有飛安的問題]]
788,M:,..你說我們的同仁嗎
789,F:,..對呀
789,F:,..因為像他如果不小心被飛出去了
789,F:,..那他就不能出關嘛
789,F:,..因為他沒有
789,F:,..[他就不能入境呀]因為他沒有出境
790,M:,[不是呀]
790,M:,...他就不能飛
790,M:,..他一定不能飛出去呀
790,M:,..[[他如果飛出去的話]]會會蠻嚴重的
791,F:,[[他就不能飛出去喔]]
792,M:,..那個很[嚴重]
793,F:,[變偷]渡喔
793,F:,..欸真的耶
793,F:,..[[是嗎是偷渡嗎]]
794,M:,[[而且他也]]沒有任何護照什麼的
795,F:,..對呀對呀對呀
796,M:,..他可能就必須要原機遣返
796,M:,..可是你也不知道那個
796,M:,..那個班機是不是原機
796,M:,..會不會[飛回來呀]
797,F:,[喔=]
797,F:,...就他
797,F:,..反正也不能出去就對了
798,M:,..不行
798,M:,..而且他
798,M:,..可能會沒有座位什麼的
799,F:,..無所謂呀
799,F:,..反正站著不是嗎
800,M:,..不行呀
800,M:,..不能站著呀
800,M:,..那是會有飛安的問題
801,F:,..喔
802,M:,..起飛下降一定要坐著
803,F:,...好有趣喔
804,M:,..沒錯
804,M:,..TSK就有些安全上的疑慮呀
805,F:,..我上次回來的時候聽到什麼
805,F:,...聽到有個
805,F:,..我覺得還滿有趣的
805,F:,..喔
805,F:,..就是
805,F:,..飛
805,F:,..飛國內
805,F:,..因為是馬公飛回來嘛
805,F:,..然後平常在國際線不都說可以轉飛航模式嗎
805,F:,...然後
805,F:,..那天晚上坐回來的時候
805,F:,..然後那個
805,F:,..空服員就有特地說
805,F:,..請
805,F:,..請關閉手機
805,F:,..不要用
805,F:,..飛航模式
805,F:,..因為機型的限制所以我們沒有開啟飛航模式
805,F:,...就意思說[飛機很小]
805,F:,..然後航線可能就有什麼限制這樣
805,F:,..所以連飛航模式都不可以請大家關機這樣
805,F:,..然後大家都喔
805,F:,..然後把自己的手機拿起來把他關機
806,M:,[喔喔喔]
807,M:,..因為他飛航模式是[[表示說
807,M:,..他飛]]到某一個高度
807,M:,..然後不太會受到影響的時候
807,M:,..就是可能
807,M:,..他開始自動駕駛還是怎麼樣的時候
807,M:,..你可以
808,F:,[[第一次聽到耶]]
809,M:,..[用]飛航模式
810,F:,[用]
811,M:,..可是一般國內線他不會飛那麼高啊
812,F:,..可是我們去的時候他沒有講喔
813,M:,...都是同一個班機嗎
814,F:,..同一個班機
814,F:,..什麼[[意思呀]]
815,M:,[[同一個航空]]公司嗎
816,F:,..對對對對對
817,M:,..坐復興
818,F:,...遠東
819,M:,..遠東
820,F:,..嗯嗯嗯
821,M:,..我跟你說我上次去澎湖的時候我去的時候坐復興
821,M:,...[去的時候坐]立榮
822,F:,[很恐怖吧]
823,F:,..喔立榮還好呀
824,M:,..然後回來的時候坐華信
824,M:,..沒有我覺得是機型的關係因為我們去的時候立榮是
824,M:,..立榮是那種螺旋槳
824,M:,..就是[復興出事的那種]機型
825,F:,[喔=]
826,M:,..那螺旋槳他就是
826,M:,...我們去的時候就是聲音很吵
826,M:,..那就算了
826,M:,..然後就是
826,M:,..他那個飛機就是
826,M:,...可能
826,M:,..氣流的關係吧因為外面明明天氣就很好
826,M:,..可是那飛機就一直
826,M:,..上去下來
826,M:,..上去下來
827,F:,..嗯喔好詭異喔
828,M:,..就是整
828,M:,..整趟旅程就一直這樣顛簸顛簸顛簸
828,M:,...可是我們回來的時候坐華信
828,M:,..華信是那種噴射客機
828,M:,..[[就是有引擎的那種]]
829,F:,[[嗯嗯嗯嗯嗯]]
830,M:,..就不會
830,M:,...就比較好
831,F:,..那是
831,F:,...對
832,M:,..不知道是什麼問題
833,F:,..機型的問題
833,F:,..那種不是都比較小台嗎
834,M:,...你說=
835,F:,..螺旋槳的
836,M:,...這種國內線現在都很小台啦
837,F:,..可是我那天坐
837,F:,..好像還蠻大台的呀到三十幾排
838,M:,..但是一邊大概只有兩個人吧然後單走道
839,F:,..分兩個三個呀
839,F:,..欸
839,F:,..兩個三個
839,F:,..對呀
839,F:,..兩個三個單走道呀
840,M:,..兩個三個單走道喔
841,F:,..對呀
841,F:,...然後三十幾排
841,F:,...是覺得還可以
842,M:,...XX
842,M:,..那你上次去福岡去了哪裡
843,F:,..去熊本城呀
843,F:,..這次[出事的]
844,M:,[喔對呀
844,M:,..]好恐怖喔
845,F:,...所以我都不敢看新聞耶
845,F:,..我很怕看到[[就是面目]]全非之類的
846,M:,[[你有朋友嗎]]
847,F:,..有呀
847,F:,..然後趕快打電話問一下
848,M:,..[他們有沒有怎樣]
849,F:,[結果我今天上班]
849,F:,..今天上班
849,F:,..那個奇摩就一直跳出說有地震好恐怖喔
850,M:,..他們好像一直在[[震耶]]
850,M:,..餘震不斷
851,F:,[[對呀]]
852,F:,..那我就想說奇怪那火山怎麼沒有怎麼樣呀
852,F:,..還沒有聽到新聞
852,F:,..[他們]
853,M:,[他們]新聞說那什麼兩千五百年的那個阿蘇
853,M:,..阿蘇神社倒了嗎
854,F:,...真的喔
855,M:,...就是整個倒了
855,M:,..就是[[倒坍掉]]
856,F:,[[真的嗎]]
856,F:,..我還沒去耶
857,M:,..我也還沒去@@@=
858,F:,..去熊本[城]
859,M:,[高雄]可以直飛熊本耶
860,F:,...台
860,F:,...桃園也可以呀
861,M:,..桃園沒有
862,F:,..欸
862,F:,...[那我從哪裡飛的呀]
863,M:,[我們家啦]
864,F:,..[[喔喔喔]]
865,M:,[[我們家是]]高雄飛熊本
865,M:,..然後我們如果要去那個
865,M:,..九州地區的話
865,M:,..可能就是
865,M:,..先飛去
865,M:,..[廣島或是先飛去]福岡
865,M:,..然後再
865,M:,..坐車再坐JR去
865,M:,..坐JR嗎
866,F:,[喔你說熊本機場嗎]
867,F:,...你說去哪裡
868,M:,...去熊本的話
869,F:,..坐
869,F:,..新幹線
870,M:,..新幹線
870,M:,..欸那個靜岡是不是也在九
870,M:,..九州呀
871,F:,..靜岡沒有呀[靜岡是有]富士山的那個吧
872,M:,[喔靜岡在]
873,F:,[[那在東京]]旁邊
874,M:,[[喔]]
874,M:,...等一下那是
875,F:,..靜岡在東京的旁邊
876,M:,..廣島
876,M:,..然後
876,M:,..廣島在熊本的
876,M:,..下面
877,F:,..nonononono熊本在很下面喔
877,F:,...要google一下嗎
877,F:,...熊本在哪裡呀
877,F:,..我房間[現在沒有地圖]喔我有耶等一下
878,M:,[他那個是]
879,F:,...[[我有一本旅遊書]]
880,M:,[[快找快找]]
881,F:,..我可以出鏡一下嗎
881,F:,...出鏡再入鏡
881,F:,...登登登((拿書出來自己配音))
882,M:,..我們不可以問她[問題]她不能入
883,F:,[欸]
884,M:,..她的聲音[[不能進來]] @@@
885,F:,[[喔OK你可以]]寫個大字報給我們看好嗎
885,F:,...熊本在
885,F:,..在很下面了耶
885,F:,..怎麼可以怎麼[可以]
886,M:,[欸這個
886,M:,..這家]的旅遊書很不錯耶
887,F:,..我也覺得不錯
888,M:,..我看我看
889,F:,..這個是
889,F:,..啊怎麼沒有全部的啊
889,F:,..沒有全部的耶
889,F:,..這個就下
889,F:,..最下面那一塊呀
889,F:,.. (圈一塊書上的區域)[是]
890,M:,[有呀
890,M:,..熊]本在這呀
891,F:,..對呀
892,M:,..我們家[[也有飛鹿兒島]]
892,M:,..啊
893,F:,[[廣島在這]]
893,F:,..廣島在這
894,M:,..廣島在這喔
895,F:,..yes
895,F:,..在中國地方在這
895,F:,..然後靜岡在這呀
896,M:,..廣島我以為廣島在這裡
897,F:,..no no no no no為什麼[廣島那麼偏遠]
898,M:,[所以我講的不是廣島]
898,M:,..我講的是鹿耳島
899,F:,..喔鹿耳島在這呀
900,M:,...欸但是聽說廣島大學的排名很前面耶
901,F:,..欸
901,F:,..嗯
901,F:,..國立
901,F:,..會嗎
901,F:,..你要看XXXXX
902,M:,..我記得世界大學排名廣島大學很前面呀
903,F:,..真的嗎
903,F:,...我們的
903,F:,..校地是
903,F:,..全日本第二大
903,F:,...這個我知道
904,M:,..@@
905,F:,..第一大是北海道
906,M:,..要走死就對了
907,F:,..對
908,M:,...那你們都騎腳踏車喔
909,F:,...對呀很多
909,F:,..腳踏車也有
909,F:,...然後機車也有
910,M:,...在學校裡面騎機車
911,F:,..對呀
911,F:,..很遠耶
911,F:,...就是你從這個
911,F:,..campus到
911,F:,..而且要跨一條馬路然後才能去別人的camp
911,F:,..去別的學院的cam
911,F:,..那個
911,F:,..地盤
912,M:,..喔喔喔喔喔
912,M:,...其實九我覺得
912,M:,..我覺得我還滿喜歡九州的耶
912,M:,...[我很喜歡那個]
913,F:,[九州]
914,M:,..我去福岡一次我覺得好喜歡喔
914,M:,..我們家還有飛宮崎
914,M:,..<L4 Miyasaki L4>嘛
915,F:,..喔我還想要去<L4 Miyasaki L4>
916,M:,..然後我們家還有飛那個
916,M:,..<L4 Tagoshima L4>
917,F:,..你們家真的什麼都飛耶
918,M:,..我們家就是走一個日本路線呀
919,F:,..對呀
919,F:,..但是票都那麼貴
920,M:,...票很貴喔
921,F:,..對呀很貴
922,M:,...真的是要
922,M:,..真的是
922,M:,...而且我覺得我們家
922,M:,...TSK[[可是我覺得]]
923,F:,[[可是我覺得餐]]點有進步
924,M:,..有嗎
925,F:,..有我最近
925,F:,..因為我以前
925,F:,..留學
925,F:,..留學
925,F:,..所以每半年要飛
925,F:,..每半年要坐一次嘛
926,M:,..@@
927,F:,..每次吃的都是雞肉飯
928,M:,..@@
929,F:,..everytime
929,F:,...[可是可是]最近
930,M:,[everytime 都雞肉飯]
931,F:,..像我跟我妹今年去福岡
931,F:,..還有
931,F:,..還有去哪裡呀
931,F:,...忘記了
931,F:,..反正我最近這幾次坐
931,F:,..去
931,F:,..他就有蛋包飯
931,F:,..跟
931,F:,...啊不是不是是什麼馬鈴薯什麼蛋包什麼什麼的
931,F:,..然後或者是什麼
931,F:,..[[米粉
931,F:,..對米粉]]
932,M:,[[漢堡排之類的
932,M:,..米粉]]
933,F:,XXX
934,M:,..很開[心
934,M:,...我有吃過漢堡排]
935,F:,[對很開心
935,F:,..想說終於]
935,F:,..終於
935,F:,..我沒有吃過漢堡排
936,M:,我還有吃過
936,M:,...[[米粉呀還什麼的]]
937,F:,以前真的都雞[[肉飯
937,F:,..雞肉飯]]配很硬的紅蘿蔔
938,M:,..我跟你說我上次呀
938,M:,..我上
939,F:,..花椰菜
940,M:,..@@
940,M:,..我上次去那個
940,M:,...前年吧去沖繩
941,F:,..嗯
942,M:,..然後我那個飛機上我真的是氣
942,M:,..氣到一個炸掉
943,F:,..苦瓜嗎
944,M:,..沒有呀
944,M:,..他就是
944,M:,..回來的飛機餐大概是
944,M:,..我猜大概是台灣帶去然後再回來的
945,F:,..ha
946,M:,..然後那個餐那個飛機餐就是炒麵
947,F:,..喔
948,M:,..然後他的炒麵是那種細麵
948,M:,..然後他可能又
948,M:,..加熱過那個麵[幾乎都]快糊掉了
949,F:,[很硬]
949,F:,..喔
949,F:,..[[爛爛的]]
950,M:,[[然後又很油]]
950,M:,..然後因為他
950,M:,..因為他那個短程
950,M:,..像我們家香港跟
950,M:,..沖繩這種[一個小時]左右的
951,F:,[嗯]
951,F:,..嗯
951,F:,..[就給你餅乾嗎]
952,M:,[他都會上一個很]簡單的餐
952,M:,..然後就
953,F:,..對
954,M:,...你可能一
954,M:,..一吃完他就立刻收走了
955,F:,..對對對[對對]
956,M:,[因為他]一收完以後又差不多就要[[下降了]]
957,F:,[[對對對]]對對對對
957,F:,...欸我去香港吃到蘋果派耶
957,F:,...我覺得好好吃喔
958,M:,..你說
958,M:,..甜點嗎
958,M:,..還是
959,F:,..就是那一餐呀
960,M:,..那一餐
961,F:,..從香港飛回來的時候好像因為
961,F:,..可能因為delay 吧
961,F:,...可是
961,F:,..不知道耶
962,M:,..可是我記得[[我們家]]
963,F:,[[因為我們去]]他就給我們很簡單的乾糧
963,F:,..然後回來他就給我們吃
963,F:,..熱的蘋果派
964,M:,..因為我們家
964,M:,..現在好像是
964,M:,..短程線
964,M:,..你如果
964,M:,..就是香港跟沖繩
964,M:,...你如果不是飛
964,M:,...你如果不是
964,M:,...[其實香港沖繩]可能還有一些喔
965,F:,[你說跟吃飯時間]
966,M:,..就是短程你飛飛行時間在一
966,M:,..兩個小時以內的
966,M:,..你如果不是吃飯時間的話他都不供餐
966,M:,...他就是給那個
