"","TurnSeq","Speaker","Utterance","IUSeq"
"432",254,"M:","(.) 化學 做 實驗 要 寫 一 份 叫做 預測 報告 的 東西 .",432
"433",254,"M:","(.) 然後 你 要 把 你 的 實驗 動機 ,",433
"434",254,"M:","(.) 然後 你 要 畫上 你 所有 的 實驗 器材 ,",434
"435",254,"M:","(.) 然後 你 要 把 實驗 目的 ,",435
"436",254,"M:","(.) 實驗 過程 ,",436
"437",254,"M:","(.) 然後 預測 的 結果 全部 寫 上去 .",437
"438",254,"M:","(.) 然後 老師 都 會 很 <L3 kao-iao ((哭夭) ) L3> 的 只能 要求 紙本 ,",438
"439",254,"M:","(.) 所以 你 寫 那 份 ,",439
"440",254,"M:","(.) 光是 用 抄 的 都 要 抄 三 個 小 時 .",440
"441",254,"M:","(...) 真的 ,",441
"442",254,"M:","(.) 要 抄 三 小 時 .",442
"443",254,"M:","(.) 然後 大家 都 用 英文 寫 ,",443
"444",254,"M:","(.) 然後 老師 又 規定 不 能 少 於 五 頁 ,",444
"445",254,"M:","(...) 然後 做完 實驗 呢 ,",445
"446",254,"M:","(.) 就算 大家 都 知道 實驗 結果 的 東西 ,",446
"447",254,"M:","(.) 你 還 要 再 寫 一 份 結果 報吿 .",447
"448",254,"M:","(.) 然後 結報 上面 也 一 樣 要 抄 目的 ,",448
"449",254,"M:","(.) 動機 ,",449
"450",254,"M:","(.) 然後 實驗 器材 ,",450
"451",254,"M:","(.) 實驗 過程 ,",451
"452",254,"M:",". .然後 心得 ,",452
"453",254,"M:","(.) 跟 那 個 ,",453
"454",254,"M:","(.) 跟 那 個 最終 結果 啊 還 有 總結 .",454
"455",254,"M:","(.) 然後 也 是 一 樣 全 英文 .",455
"456",254,"M:","(.) 然後 要 寫 超多 ,",456
"457",254,"M:","(.) 一樣 要 手寫 .",457
"458",254,"M:","(.) 你 每 個 實驗 都 要 做 ,",458
"459",254,"M:","(.) 真的 是 會 瘋掉 .",459
"460",254,"M:","(...) 而且 就是 那 種 很 智障 的 實驗 你 都 要 寫 .",460
"461",255,"F2:","(0) 他們 好像 說 三 學 分 ,",461
"462",255,"F2:","(.) 但 你 就是 因為 要 進 實驗室 ,",462
"463",255,"F2:","(.) 然後 就要 九 學 分 .",463
"464",256,"M:","(.) 對 啊 .",464
"465",256,"M:","(.) 就是 你 明明 是 加 一 個 什麼 氫氧化鈉 之類 的 東西 ,",465
"466",256,"M:","(.) 你 就要 寫 --",466
"467",256,"M:","(.) 喔 因為 氫氧化鈉 加 下去 會 變 氫氧化鈉 ,",467
"468",256,"M:","(.) 就是 ,",468
"469",256,"M:","(.) 然後 我 觀察 到 什麼 什麼 這種 東西 .",469
"470",256,"M:","(...) 就是 很 智障 的 東西 然後 都 要 寫上 去 .",470
"471",256,"M:","(...) 所以 我 高中 之後 再 也 不 想 念 化學 .",471
"472",257,"F1:","(0) 可是 理工 的 分數 不是 都 很 硬 嗎 ?",472
"473",258,"M:","(...) 政大 多 好 過 .",473
"474",259,"F1:","(.) 我 同學 讀 物理 ,",474
"475",259,"F1:","(.) 他 說 他們 都 超 硬 的 .",475
"476",260,"M:","(.) 就 考試 過 啊 .",476
"477",261,"F1:","(.) 而且 大刀 好像 很多 .",477
"478",262,"M:","(.) 真的 喔 ?",478
"479",263,"F1:","(.) 就是 --",479
"480",264,"M:","(.) 我 覺得 是 政大 ,",480
"481",264,"M:","(.) 政大 有病 .",481
"482",264,"M:","(.) 政大 太 好 過 了 .",482
"483",265,"F2:","(.) 對 啊 .",483
"484",266,"M:","(.) 你 知道 政大 很多 老師 ,",484
"485",266,"M:","(.) 就是 期中考 大家 考 太 爛 還會 再 考 一 次 嗎 .",485
"486",267,"F1:","(.) 不然 就是 會 調分 啊 ?",486
"487",268,"M:","(.) 調分 是的 大家 都 會 ,",487
"488",268,"M:","(.) 可是 我 已經 遇到 幾 個 不 知道 會 再 考 一 次 的 人 了 .",488
"489",269,"F2:","(0) 真[的 喔] ?",489
"490",270,"F1:","[你 有 遇過 喔] ?",490
"491",270,"F1:","(.) 我 從來 沒 遇過 欸 .",491
"492",271,"F2:","(.) 我 知道 台大 會 ,",492
"493",271,"F2:","(.) 期末 太 爛 ,",493
"494",271,"F2:","(.) 然後 再 考 一 次 .",494
"495",271,"F2:","(.) 因為 丁 看到 我 成績 他 每次 都 說 ,",495
"496",271,"F2:","(.) 乾 我 為什麼 拿到 這些 成績 .",496
"497",272,"F1:","(.) 可是 台大 的 分數 不是 都 是 給 那 種 百分比 評分 嗎 ?",497
"498",272,"F1:","(.) 他們 不是 分 A ＢＣ ,",498
"499",272,"F1:","(.) 不是 給 幾分 幾分 .",499
"500",272,"F1:","(.) 是 Ａ 啊 ,",500
"501",272,"F1:","(.) Ａ 加 這樣 .",501
"502",272,"F1:","(.) 就是 沒有 那麼 細分 譬如 說 91 ,",502
"503",272,"F1:","(.)92 ,",503
"504",272,"F1:","(.)93 ,",504
"505",272,"F1:","(.) [這 樣] .",505
"506",273,"F2:","[嗯 全部] 都 是 Ａ 這樣 .",506
"507",274,"F2:","(.) 嗯 .",507
"508",275,"M:","(.) 我們 也 沒有 很 細 好 不好 .",508
"509",275,"M:","(.) 老師 都 大手一揮 ,",509
"510",275,"M:","(.) @ 啊 ,",510
"511",275,"M:","(.) 九十八 .",511
"512",276,"F1:","(.) 可是 我 同學 讀 台大 都 讀 文組 啊 .",512
"513",277,"M:","(.) 我 讀 的 會 比較 不 好 過 嗎 ?",513
"514",277,"M:","(.) 戰＠ ,",514
"515",278,"F1:","(.) 就是 讀 中文 哲學 ,",515
"516",278,"F1:","(.) 學 歷史 那 種 .",516
"517",279,"M:","(.) 戰 --",517
"518",279,"M:","(.) 戰 起來 .",518
"519",279,"M:","(.) 啊 .",519
"520",279,"M:","(.) 商院 最好 過 .",520
"521",279,"M:","(.) 商院 超廢 .",521
"522",279,"M:","(...) 我 大 商院 .",522
"523",279,"M:","(.) 欸 你 知道 我 原本 還 要 買 飲料 給 你們 ,",523
"524",279,"M:","(.) 想 說 慶 祝 楷淇 生日 ,",524
"525",279,"M:","(.) 結果 她 睡 過頭 @ .",525
"526",280,"F1:","(.) @ 我 沒有 睡 過頭= .",526
"527",281,"M:","(.) 結果 他 還 在 那 邊 遲到 .",527
"528",281,"M:","(...) 沒有 因為 [2早上 ,",528
"529",281,"M:","(.) 早上 還 沒 十一 點2] 的 時候 沒有 東西 有 開 .",529
"530",282,"F1:","[2反正 我 也 不 能 喝 飲料2] .",530
"531",281,"M:","(.) 除了 早餐店 奶茶 以外 .",531
"532",283,"F1:","(.) 什麼 加速 清空 腸道 的 東西 .",532
"533",284,"M:","(.) 沒有 啊 .",533
"534",284,"M:","(.) 我 想 說 飲料 店 隨便 找 啊 ,",534
"535",284,"M:","(.) 啊 那 個 啊 ,",535
"536",284,"M:","(.) 迷客夏 沒 有 開 .",536
"537",284,"M:","(.) 啊 我 就 不 想 喝 清心 .",537
"538",285,"F1:","(.) 你 不 覺得 新店 的 迷客夏 都 要 等 好久 .",538
"539",286,"M:","(.) 會 嗎 ?",539
"540",287,"F1:","(.) 我 每次 去 都 很多 人 ,",540
"541",287,"F1:","(.) 然後 我 就 會 走 了 .",541
"542",288,"M:","(.) 喔 你 叫 Ubereats ,",542
"543",288,"M:","(.) 讓 他 送 啊 @ ,",543
"544",289,"F1:","(.) 就 那麼 近 了 .",544
"545",290,"M:","(.) 欸 ,",545
"546",290,"M:","(.) Ubereats 比較 便宜 欸 .",546
"547",291,"F1:","(.) 他 還 有 七 折 .",547
"548",292,"M:","(.) @ 所以 你 反而 賺 欸 .",548
"549",293,"F1:","(.) 好 吧 那 我 下次 叫 ,",549
"550",293,"F1:","(.) 我 要 先先 等 我 的 飲料 杯 來 .",550
"551",294,"M:","(.) 你 買 了 喔 ?",551
"552",295,"F1:","(.) 我 沒有 買 威克 欸 ,",552
"553",295,"F1:","(.) 威克 太 貴 了 .",553
"554",296,"M:","(.) 可以 多 --",554
"555",296,"M:","(.) 多 找 一些 人 買 啊 .",555
"556",297,"F1:","(.) 博客來 上 九百多 欸 ,",556
"557",297,"F1:","(.) 超貴 的 .",557
"558",298,"F2:","(.) ptt 合購 .",558
"559",298,"F2:","(.) 或是 --",559
"560",299,"M:","(.) 對 啊 .",560
"561",300,"F1:","(.) 後來 我 還是 不 想 買 矽膠 的 ,",561
"562",300,"F1:","(.) 因為 ,",562
"563",301,"M:","(.) 不 保溫 ,",563
"564",302,"F1:","(.) 他 不是 會 吸 味道 .",564
"565",303,"M:","(.) 不 保溫 ,",565
"566",304,"F1:","(.) 因為 我 都 喝 溫 或 熱 的 .",566
"567",304,"F1:","(.) 我 不 喝 冰 的 .",567
"568",305,"M:","(.) 是 .",568
"569",305,"M:","(.) 大小姐 .",569
"570",305,"M:","(.) 是 .",570
"571",306,"F1:","(.) 沒有 .",571
"572",307,"M:","(.) 是 .",572
"573",308,"M:","(.) 是 .",573
"574",308,"M:","(.) 嗯嗯 .",574
"575",308,"M:","(.) 很 好 .",575
"576",308,"M:","(.) you are so good .",576
"577",308,"M:","(...) 這 是 什麼字 啊 沉穩 .",577
"578",308,"M:","(.) 甚麼 篤定 ,",578
"579",308,"M:","(.) 那 是 什麼 東西 ?",579
"580",309,"F1:","(.) 就是 鸚鵡 兄弟 啊 .",580
"581",310,"M:","(.) 誰 ?",581
"582",311,"F1:","(.) 你 不 知道 鸚鵡 兄弟 ?",582
"583",312,"M:","(.) 不 知道 欸 .",583
"584",313,"F1:","(.) 很 可愛 欸 .",584
"585",313,"F1:","(...) 你 應該 有 看過 他 的 表情貼 吧 ?",585
"586",314,"M:","(...) 沒有 .",586
"587",315,"F1:","(...) 這個 啊 .",587
"588",316,"M:","(0) 嚇到 吃 手手 .",588
"589",317,"F1:","(.) 嗯 .",589
"590",317,"F1:","(.) 我 媽 的 手機殼 也 是 這個 .",590
"591",318,"M:","(.) 你 媽 也 是 挺 fashion 的 .",591
"592",319,"F1:","(.) 沒有 他 就 看到 .",592
"593",319,"F1:","(.) 然後 叫 我 幫 他 買 一 個 .",593
"594",320,"M:","(.) 欸 PyTorch 要 怎麼 辦 啊 ?",594
"595",320,"M:","(.) 期末 .",595
"596",321,"F2:","(.) 你 有 架 起來 嗎 .",596
"597",322,"M:","(.) 要 做 什麼 ?",597
"598",323,"F2:","(.) 他 就 說 隨便 找 一 筆 資料 然後 就要 你 下去 做 .",598
"599",324,"M:","(.) 真的 喔 ?",599
"600",324,"M:","(.) 那 我們 做 那 個 Facebook 那 個 @ .",600
"601",325,"F1:","(.) SAS 那 個 嗎 ?",601
"602",326,"M:","(.) R 的 那 個 ?",602
"603",327,"F1:","(.) 那 可以 用 sale 感覺 更 簡單 .",603
"604",328,"F2:","(.) 我們 實驗室 有 .",604
"605",329,"M:","(.) 反正 我們 就是 覺得 再 去 kaggle 找 一 篇 抄 就 好 @ .",605
"606",330,"F2:","(.) 對 對 對= 沒沒 .",606
"607",330,"F2:","(.) 好像 有 直接 是 PyTorch 做好 的 .",607
"608",331,"M:","(.) 就是 很多 啊 .",608
"609",332,"F2:","(.) 很多 .",609
"610",332,"F2:","(.) 對 啊 .",610
"611",332,"F2:","(.) 什麼 遊戲 預測 你 這場 會 贏 會 輸 .",611
"612",332,"F2:","(.) 那 叫 什麼 ?",612
"613",332,"F2:","(.) 星海爭霸 還 是 什麼 之類 .",613
"614",332,"F2:","(.) 有 一 堆 .",614
"615",332,"F2:","(...) 還 是 那 個 遊戲 你 應該 [要 往左 走 往右 走] ,",615
"616",333,"M:","[喔 預測] .",616
"617",334,"F2:","(.) 應該 怎麼 走 才會 破關 這 樣子 .",617
"618",335,"M:","(.) 喔 那 要 監督式 學習 對 不對 .",618
"619",336,"F2:","(.) 對 對= .",619
"620",337,"M:","(.) 那 很 累 欸 .",620
